 !Structure factor in RPA
 !=======================
 !
 !Plasma density [r_s]:
 !   4.0000000000000000     
 !Temperature [theta]:
 !  0.10000000000000001     
 !w start [ryd]:
 !   1.0000000000000001E-005
 !w end [ryd]:
 !   150.00000000000000     
 !w points:
 !        1000
 !q start [1/a_B]:
 !   5.0000000000000000     
 !q end [1/a_B]:
 !   20.000000000000000     
 !q points:
 !           1
 !   2.5172579932396904E+022  0.22827605132869175        3634.4609603460467     
!        w[ryd]         w/w_pl       q[1/a_B]           q/qf    SRPA(q,tau)    SLFC(q,tau)           G(q)
! Library RPA_LIB version 2.0 is initialized.
  6.3300006E+01  1.4618510E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.3450006E+01  1.4653151E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.3600006E+01  1.4687792E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.3750006E+01  1.4722433E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.3900006E+01  1.4757074E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.4050006E+01  1.4791715E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.4200006E+01  1.4826356E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.4350006E+01  1.4860997E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.4500006E+01  1.4895638E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.4650006E+01  1.4930279E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.4800006E+01  1.4964920E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.4950006E+01  1.4999561E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.5100006E+01  1.5034202E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.5250006E+01  1.5068843E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.5400006E+01  1.5103484E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.5550006E+01  1.5138125E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.5700006E+01  1.5172766E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.5850006E+01  1.5207407E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.6000006E+01  1.5242048E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.6150006E+01  1.5276689E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.6300006E+01  1.5311330E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.6450006E+01  1.5345971E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.6600006E+01  1.5380612E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.6750006E+01  1.5415253E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.6900006E+01  1.5449894E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.7050006E+01  1.5484535E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.7200006E+01  1.5519177E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.7350006E+01  1.5553818E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.7500006E+01  1.5588459E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.7650005E+01  1.5623100E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.7800005E+01  1.5657741E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.7950005E+01  1.5692382E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.8100005E+01  1.5727023E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.8250005E+01  1.5761664E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.8400005E+01  1.5796305E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.8550005E+01  1.5830946E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.8700005E+01  1.5865587E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.8850005E+01  1.5900228E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.9000005E+01  1.5934869E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.9150005E+01  1.5969510E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.9300005E+01  1.6004151E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.9450005E+01  1.6038792E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.9600005E+01  1.6073433E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.9750005E+01  1.6108074E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.9900005E+01  1.6142715E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.0050005E+01  1.6177356E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.0200005E+01  1.6211997E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.0350005E+01  1.6246638E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.0500005E+01  1.6281279E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.0650005E+01  1.6315920E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.0800005E+01  1.6350561E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.0950005E+01  1.6385202E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.1100005E+01  1.6419843E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.1250005E+01  1.6454484E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.1400005E+01  1.6489125E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.1550005E+01  1.6523766E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.1700005E+01  1.6558407E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.1850005E+01  1.6593048E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.2000005E+01  1.6627689E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.2150005E+01  1.6662330E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.2300005E+01  1.6696971E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.2450005E+01  1.6731612E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.2600005E+01  1.6766253E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.2750005E+01  1.6800894E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.2900005E+01  1.6835535E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.3050005E+01  1.6870176E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.3200005E+01  1.6904817E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.3350005E+01  1.6939458E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.3500005E+01  1.6974099E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.3650005E+01  1.7008740E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.3800005E+01  1.7043381E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.3950005E+01  1.7078022E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.4100005E+01  1.7112663E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.4250005E+01  1.7147304E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.4400005E+01  1.7181945E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.4550005E+01  1.7216586E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.4700005E+01  1.7251227E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.4850005E+01  1.7285868E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.5000005E+01  1.7320509E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.5150005E+01  1.7355150E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.5300005E+01  1.7389791E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.5450005E+01  1.7424432E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.5600005E+01  1.7459073E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.5750005E+01  1.7493714E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.5900005E+01  1.7528355E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.6050005E+01  1.7562996E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.6200005E+01  1.7597637E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.6350005E+01  1.7632278E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.6500005E+01  1.7666919E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.6650005E+01  1.7701560E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.6800005E+01  1.7736201E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.6950005E+01  1.7770842E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.7100005E+01  1.7805483E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.7250005E+01  1.7840124E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.7400005E+01  1.7874765E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.7550005E+01  1.7909406E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.7700005E+01  1.7944047E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.7850005E+01  1.7978688E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.8000005E+01  1.8013330E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.8150005E+01  1.8047971E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.8300005E+01  1.8082612E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.8450005E+01  1.8117253E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.8600005E+01  1.8151894E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.8750005E+01  1.8186535E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.8900005E+01  1.8221176E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.9050005E+01  1.8255817E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.9200005E+01  1.8290458E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.9350005E+01  1.8325099E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.9500005E+01  1.8359740E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.9650005E+01  1.8394381E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.9800005E+01  1.8429022E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  7.9950005E+01  1.8463663E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.0100005E+01  1.8498304E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.0250005E+01  1.8532945E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.0400005E+01  1.8567586E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.0550005E+01  1.8602227E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.0700005E+01  1.8636868E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.0850005E+01  1.8671509E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.1000005E+01  1.8706150E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.1150005E+01  1.8740791E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.1300005E+01  1.8775432E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.1450005E+01  1.8810073E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.1600005E+01  1.8844714E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.1750005E+01  1.8879355E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.1900005E+01  1.8913996E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.2050005E+01  1.8948637E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.2200005E+01  1.8983278E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.2350005E+01  1.9017919E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.2500005E+01  1.9052560E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.2650004E+01  1.9087201E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.2800004E+01  1.9121842E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.2950004E+01  1.9156483E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.3100004E+01  1.9191124E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.3250004E+01  1.9225765E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.3400004E+01  1.9260406E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.3550004E+01  1.9295047E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.3700004E+01  1.9329688E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.3850004E+01  1.9364329E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.4000004E+01  1.9398970E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.4150004E+01  1.9433611E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.4300004E+01  1.9468252E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.4450004E+01  1.9502893E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.4600004E+01  1.9537534E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.4750004E+01  1.9572175E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.4900004E+01  1.9606816E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.5050004E+01  1.9641457E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.5200004E+01  1.9676098E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.5350004E+01  1.9710739E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.5500004E+01  1.9745380E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.5650004E+01  1.9780021E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.5800004E+01  1.9814662E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.5950004E+01  1.9849303E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.6100004E+01  1.9883944E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.6250004E+01  1.9918585E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.6400004E+01  1.9953226E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.6550004E+01  1.9987867E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.6700004E+01  2.0022508E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.6850004E+01  2.0057149E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.7000004E+01  2.0091790E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.7150004E+01  2.0126431E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.7300004E+01  2.0161072E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.7450004E+01  2.0195713E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.7600004E+01  2.0230354E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.7750004E+01  2.0264995E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.7900004E+01  2.0299636E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.8050004E+01  2.0334277E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.8200004E+01  2.0368918E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.8350004E+01  2.0403559E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.8500004E+01  2.0438200E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.8650004E+01  2.0472841E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.8800004E+01  2.0507483E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.8950004E+01  2.0542124E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.9100004E+01  2.0576765E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.9250004E+01  2.0611406E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.9400004E+01  2.0646047E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.9550004E+01  2.0680688E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.9700004E+01  2.0715329E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  8.9850004E+01  2.0749970E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.0000004E+01  2.0784611E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.0150004E+01  2.0819252E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.0300004E+01  2.0853893E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.0450004E+01  2.0888534E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.0600004E+01  2.0923175E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.0750004E+01  2.0957816E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.0900004E+01  2.0992457E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.1050004E+01  2.1027098E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.1200004E+01  2.1061739E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.1350004E+01  2.1096380E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.1500004E+01  2.1131021E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.1650004E+01  2.1165662E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.1800004E+01  2.1200303E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.1950004E+01  2.1234944E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.2100004E+01  2.1269585E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.2250004E+01  2.1304226E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.2400004E+01  2.1338867E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.2550004E+01  2.1373508E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.2700004E+01  2.1408149E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.2850004E+01  2.1442790E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.3000004E+01  2.1477431E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.3150004E+01  2.1512072E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.3300004E+01  2.1546713E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.3450004E+01  2.1581354E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.3600004E+01  2.1615995E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.3750004E+01  2.1650636E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.3900004E+01  2.1685277E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.4050004E+01  2.1719918E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.4200004E+01  2.1754559E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.4350004E+01  2.1789200E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.4500004E+01  2.1823841E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.4650004E+01  2.1858482E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.4800004E+01  2.1893123E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.4950004E+01  2.1927764E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.5100004E+01  2.1962405E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
